name	coverage_before_LINE	coverage_after_LINE	gene	strand_exon	strand_LINE
ENST00000650393.1	0.0	5.125034285714285	LINC03002	-	+
ENST00000685995.1	0.6662896	0.4662073333333333	AHI1-DT	+	-
ENST00000655302.1	0.3792596	0.2480915	AHI1-DT	+	-
ENST00000702072.1	0.5244445	0.12404575	AHI1-DT	+	-
ENST00000626414.1	0.135135	0.0	PDE7B-AS1	-	+
ENST00000585874.5	1.02749	0.740965	ENSG00000272446	-	+
ENST00000649069.1	0.0	20.221175000000002	ENSG00000231329	-	+
ENST00000646199.1	139.512625	115.0595	AIG1	+	-
ENST00000357847.9	145.625875	108.56475	AIG1	+	-
ENST00000275235.8	148.213625	65.6307	AIG1	+	-
ENST00000454207.2	138.66366666666667	1.704505142857143	ENSG00000280148	+	-
ENST00000423061.6	0.0	18.220980993055555	SYNE1	-	+
ENST00000367255.10	0.0	17.923796223776225	SYNE1	-	+
ENST00000367253.8	0.0	0.6033967142857143	SYNE1	-	+
ENST00000367248.7	0.0	0.5837446666666667	SYNE1	-	+
ENST00000413186.6	0.0	0.5814811	SYNE1	-	+
ENST00000466159.6	0.0	0.3787729411764706	SYNE1	-	+
ENST00000610489.2	0.0	0.2945762307692308	SYNE1	-	+
ENST00000367220.9	4.369743	7.179475	IPCEF1	-	+
ENST00000265198.8	4.369743	7.22059	IPCEF1	-	+
ENST00000422970.6	3.9724936363636365	8.44133	IPCEF1	-	+
ENST00000673182.1	19.8396615	10.179805	ENSG00000288520	-	+
ENST00000367090.4	76.83854099999999	111.59087142857143	TMEM181	+	-
ENST00000684151.1	77.19476399999999	111.58515714285714	TMEM181	+	-
ENST00000714212.1	77.463786	105.02085	TMEM181	+	-
ENST00000714118.1	78.98714	111.6023	TMEM181	+	-
ENST00000316300.10	0.0	0.0	LPA	-	+
ENST00000417479.2	1.01361	4.230374	ENSG00000231863	+	-
ENST00000337019.7	0.4511773333333334	0.41244975	PACRG	+	-
ENST00000366889.6	0.4511773333333334	0.292871	PACRG	+	-
ENST00000366888.7	0.102941	0.292871	PACRG	+	-
ENST00000648884.1	21.324075555555556	37.670925000000004	PDE10A	-	+
ENST00000648917.1	21.343415	37.670925000000004	PDE10A	-	+
ENST00000647590.1	21.24182777777778	37.670925000000004	PDE10A	-	+
ENST00000539869.4	21.38693222222222	37.670925000000004	PDE10A	-	+
ENST00000705249.1	70.38994545454545	0.6047305000000001	ENSG00000272980	+	-
ENST00000705250.1	75.91908888888888	0.6096365	ENSG00000272980	+	-
ENST00000643607.3	0.63496075	1.9849577777777778	KIF25	+	-
ENST00000443060.6	0.721739	2.022158888888889	KIF25	+	-
ENST00000652547.1	0.48391	0.42474	KIF25	+	-
ENST00000648086.1	37.344120000000004	1.8438033333333332	ENSG00000285733	-	+
ENST00000448612.6	44.1708328	19.9835	WDR27	-	+
ENST00000423258.5	45.97109619047619	25.0356	WDR27	-	+
ENST00000691159.1	0.0	0.0	ENSG00000230960	-	+
ENST00000656791.1	0.438776	5.24088	ENSG00000230423	+	-
ENST00000426839.2	0.0	4.975903333333333	ENSG00000230423	+	-
ENST00000661223.1	16.0442	38.77485	SERPINB9P1	-	+
ENST00000667461.1	10.0485	23.79621	SERPINB9P1	-	+
ENST00000658716.1	0.0	0.0	ENSG00000235743	+	-
ENST00000378450.6	0.531353	1.592445	DCDC2	-	+
ENST00000371458.1	38.651799999999994	38.5225	SUPT3H	-	+
ENST00000669498.1	0.0	0.0	ENSG00000231769	-	+
ENST00000444038.3	0.0	0.0	ENSG00000231769	-	+
ENST00000275016.3	6.476569	1.574264	CYP39A1	-	+
ENST00000619708.4	6.460902222222222	1.574264	CYP39A1	-	+
ENST00000230588.9	2.955048333333333	9.39611625	MEP1A	+	-
ENST00000611727.2	3.546058	9.7056875	MEP1A	+	-
ENST00000296861.2	149.59326666666666	157.25533333333334	TNFRSF21	-	+
ENST00000454135.1	0.0	0.0	ENSG00000230472	-	+
ENST00000666996.1	37.38775	15.65738	ENSG00000227885	-	+
ENST00000702103.1	43.4681	11.2931	ENSG00000227885	-	+
ENST00000340465.2	0.0	0.0	GFRAL	+	-
ENST00000424274.1	0.0	0.0	ENSG00000232120	+	-
ENST00000602418.5	3.95946	2.787538	LINC00472	-	+
ENST00000369963.5	0.0	0.0	IMPG1	-	+
ENST00000257776.5	4.652839999999999	5.29688	MRAP2	+	-
ENST00000606784.5	9.090372857142857	0.884955	TBX18	-	+
ENST00000608353.5	3.392155	39.26135	SMIM8	+	-
ENST00000392863.6	3.586955	37.8128	SMIM8	+	-
ENST00000229570.9	7.56098	37.83625	SMIM8	+	-
ENST00000608525.5	8.0	38.07345	SMIM8	+	-
ENST00000608868.2	1.846775	48.45145	SMIM8	+	-
ENST00000369244.7	27.18506	48.25204	FBXL4	-	+
ENST00000229971.2	29.1859975	50.42132	FBXL4	-	+
ENST00000453496.2	16.339805	43.847566666666665	ENSG00000293470	+	-
ENST00000368948.6	13.405402	6.347797	AK9	-	+
ENST00000285397.9	13.405402	14.20585	AK9	-	+
ENST00000338882.5	2.43541275	3.51249	METTL24	-	+
ENST00000368919.8	1.8172	7.209974285714286	SLC22A16	-	+
ENST00000330550.8	0.0770675	6.8466812500000005	SLC22A16	-	+
ENST00000356128.4	7.11738	3.13519	TRAPPC3L	-	+
ENST00000649113.1	0.0	0.0	ENSG00000285652	-	+
ENST00000392482.6	67.26325725	64.3561	TPD52L1	+	-
ENST00000524679.1	71.37363333333333	73.4525	TPD52L1	+	-
ENST00000625799.1	0.0	0.0	LINC02536	+	-
ENST00000670413.1	0.0	0.9043484285714286	ENSG00000226149	-	+
ENST00000368143.6	0.0	0.0	TMEM244	-	+
ENST00000438392.3	0.1269842	0.0	TMEM244	-	+
ENST00000672233.1	0.0	1.5406385714285715	ARG1	+	-
ENST00000336749.3	2.263093111111111	1.907175	MOXD1	-	+
ENST00000367576.6	112.66857142857143	144.496925	LTV1	+	-
ENST00000648178.1	0.0	0.0	ENSG00000285598	+	-
ENST00000639423.1	9.1307	15.228449999999999	EPM2A	-	+
ENST00000367519.9	9.926995	15.232399999999998	EPM2A	-	+
ENST00000611340.5	9.1307	15.410350000000001	EPM2A	-	+
ENST00000435470.2	9.985005	11.15075	EPM2A	-	+
ENST00000638262.1	9.985005	20.0662	EPM2A	-	+
ENST00000639465.1	9.1307	16.2644	EPM2A	-	+
ENST00000640980.1	9.1307	18.3846	EPM2A	-	+
ENST00000638783.1	9.1307	13.70975	EPM2A	-	+
ENST00000638778.1	9.1307	13.0606	EPM2A	-	+
ENST00000434900.6	0.0	0.0	OPRM1	+	-
ENST00000518759.5	0.0	0.0	OPRM1	+	-
ENST00000520708.5	0.0	0.0	OPRM1	+	-
ENST00000519344.5	5.60032	11.000305	IPCEF1	-	+
ENST00000648328.1	148.49707	173.543	GTF2H5	+	-
ENST00000691867.1	203.57597	79.8182	GTF2H5	+	-
ENST00000607778.2	218.60705000000002	24.2162	GTF2H5	+	-
ENST00000689383.1	221.42700000000002	1.59956	GTF2H5	+	-
ENST00000689809.1	150.14270333333334	359.818	GTF2H5	+	-
ENST00000714122.1	2.5	111.25344285714286	TMEM181	+	-
ENST00000418964.2	0.19036341176470586	4.087564	PLG	+	-
ENST00000308192.14	0.19036341176470586	3.9225839999999996	PLG	+	-
ENST00000297289.9	0.037558666666666664	4.087564	PLG	+	-
ENST00000507747.1	126.84088571428572	2.96407	ENSG00000249141	-	+
ENST00000672717.1	22.517924789473685	30.553466666666665	BBS9	+	-
ENST00000671890.1	22.781807368421052	31.682066666666667	BBS9	+	-
ENST00000350941.7	24.307471111111113	26.093766666666667	BBS9	+	-
ENST00000355070.6	23.917904210526316	26.093766666666667	BBS9	+	-
ENST00000396127.6	23.02813052631579	26.093766666666667	BBS9	+	-
ENST00000671871.1	21.646661904761906	28.37013333333333	BBS9	+	-
ENST00000671963.1	23.275270588235294	31.189	BBS9	+	-
ENST00000242067.11	22.742395	26.088766666666665	BBS9	+	-
ENST00000673056.1	22.87431	22.094783333333332	BBS9	+	-
ENST00000671952.1	22.87926	17.42216	BBS9	+	-
ENST00000634803.1	0.0	141.815	MGC4859	-	+
ENST00000423059.9	4.90293	33.44752540740741	THSD7A	-	+
ENST00000639998.1	4.6214200000000005	1.4052099999999998	ENSG00000229618	+	-
ENST00000640300.1	9.91477	9.6347875	ENSG00000229618	+	-
ENST00000657198.1	5.790824	0.138702	ENSG00000229618	+	-
ENST00000399322.7	0.0	0.03213233333333333	DGKB	-	+
ENST00000402815.6	0.0	0.03213233333333333	DGKB	-	+
ENST00000403951.6	0.0	0.03213233333333333	DGKB	-	+
ENST00000407950.5	0.0	0.0	DGKB	-	+
ENST00000406247.7	0.0	0.0614225	DGKB	-	+
ENST00000428135.7	78.66785238095238	113.15465999999999	SNX13	-	+
ENST00000611725.4	78.25604761904762	97.438125	SNX13	-	+
ENST00000406451.8	6.6487698	5.50837	HDAC9	+	-
ENST00000441542.7	6.535856458333333	5.50837	HDAC9	+	-
ENST00000686413.1	6.6800698	5.50837	HDAC9	+	-
ENST00000401921.5	6.687297608695652	6.59659	HDAC9	+	-
ENST00000457921.6	0.0	0.0	ENSG00000243004	-	+
ENST00000661032.1	0.0	0.41855585714285715	LINC01162	+	-
ENST00000396299.6	0.0	17.998977777777778	CREB5	+	-
ENST00000419766.5	0.0	0.1351165	NPSR1-AS1	-	+
ENST00000629291.2	0.0	1.8808516666666668	ENSG00000232006	-	+
ENST00000653897.1	0.0	2.01149	ENSG00000232006	-	+
ENST00000657132.1	0.0	2.37349	ENSG00000232006	-	+
ENST00000666102.1	0.0	2.512455	ENSG00000232006	-	+
ENST00000435803.6	0.12063044827586207	0.05967825	ABCA13	+	-
ENST00000454777.1	0.0	0.0	VOPP1-DT	+	-
ENST00000395275.7	0.0	0.01690835	CALN1	-	+
ENST00000395276.6	0.0	0.01690835	CALN1	-	+
ENST00000431984.5	0.0	0.0	CALN1	-	+
ENST00000354212.9	3.664642222222222	2.5236343076923076	MAGI2	-	+
ENST00000419488.5	3.68738	2.7397371666666666	MAGI2	-	+
ENST00000629359.2	3.49724125	2.5302573846153846	MAGI2	-	+
ENST00000637441.1	3.7023022222222224	2.786194666666667	MAGI2	-	+
ENST00000626691.2	3.49724125	1.798606142857143	MAGI2	-	+
ENST00000522391.3	3.70897	1.787014	MAGI2	-	+
ENST00000630991.2	3.108658888888889	3.74939	MAGI2	-	+
ENST00000628781.1	3.49724125	3.84383	MAGI2	-	+
ENST00000333891.14	0.08872933333333334	1.8856619590909092	PCLO	-	+
ENST00000423517.6	0.08872933333333334	2.501132176470588	PCLO	-	+
ENST00000450689.7	1.29305	25.26553619047619	ELAPOR2	-	+
ENST00000444627.5	1.38961	26.52965619047619	ELAPOR2	-	+
ENST00000398204.8	0.4043515	2.294087964285714	ADAM22	+	-
ENST00000413139.2	0.4929555	2.1411487666666664	ADAM22	+	-
ENST00000398201.8	0.2769195	2.047346851851852	ADAM22	+	-
ENST00000265727.11	0.1574075	2.27686424137931	ADAM22	+	-
ENST00000398209.7	0.1574075	2.2149814827586205	ADAM22	+	-
ENST00000684002.1	0.1574075	2.0960472846153846	ADAM22	+	-
ENST00000333190.5	0.0569948	0.17927866666666667	ZNF804B	+	-
ENST00000478318.6	0.0	0.0	STEAP2-AS1	-	+
ENST00000343529.9	0.13438226923076924	0.8570098333333334	RELN	-	+
ENST00000428762.6	0.13438226923076924	0.7911475384615385	RELN	-	+
ENST00000424685.3	0.13438226923076924	0.7913101538461539	RELN	-	+
ENST00000401970.3	0.0	0.884005	LHFPL3	+	-
ENST00000424859.7	0.0	0.994949	LHFPL3	+	-
ENST00000405709.7	81.16622	37.4717	IMMP2L	-	+
ENST00000331762.7	78.78495	57.3946	IMMP2L	-	+
ENST00000452895.5	78.78495	92.6743	IMMP2L	-	+
ENST00000450877.5	47.368701	93.7205	IMMP2L	-	+
ENST00000428084.6	11.314945	17.990334666666666	DOCK4	-	+
ENST00000437633.6	11.314945	18.39920590909091	DOCK4	-	+
ENST00000703612.1	1.386705	1.2949034444444445	FOXP2	+	-
ENST00000703613.1	0.97237	1.297749388888889	FOXP2	+	-
ENST00000703614.1	1.458555	1.3733581764705882	FOXP2	+	-
ENST00000703616.1	0.784245	1.221896789473684	FOXP2	+	-
ENST00000635638.1	0.784245	1.2940610555555556	FOXP2	+	-
ENST00000634411.1	0.0	1.3687234705882352	FOXP2	+	-
ENST00000446355.2	1.66997	0.55226	ENSG00000237813	-	+
ENST00000660268.1	3.474126666666667	0.9908993333333334	LINC02476	-	+
ENST00000449022.7	3.82289	12.177182413793103	CADPS2	-	+
ENST00000313070.11	2.38845	12.17902551724138	CADPS2	-	+
ENST00000412584.6	3.8308	13.393317407407407	CADPS2	-	+
ENST00000358373.8	0.060675125	0.14203166666666667	GRM8	-	+
ENST00000706915.1	0.060675125	0.11512375	GRM8	-	+
ENST00000339582.7	0.060675125	0.15349833333333335	GRM8	-	+
ENST00000706916.1	0.060675125	0.14203166666666667	GRM8	-	+
ENST00000706917.1	0.05393344444444445	0.172404	GRM8	-	+
ENST00000657456.1	0.297085	0.0	ENSG00000232053	+	-
ENST00000668062.1	0.3961133333333333	0.201361	ENSG00000232053	+	-
ENST00000445293.6	0.19805666666666666	0.0	ENSG00000232053	+	-
ENST00000435996.1	0.0	0.0	ENSG00000232053	+	-
ENST00000670875.1	0.0	0.0	ENSG00000232053	+	-
ENST00000361727.8	0.11684615384615385	6.260013636363636	CNTNAP2	+	-
ENST00000430044.7	46.1981	356.9792727272727	GALNT11	+	-
ENST00000706130.1	0.8725464999999999	0.130828	DPP6	+	-
ENST00000404039.5	0.0	0.12322964	DPP6	+	-
ENST00000275364.8	249.0097	413.736	GNA12	-	+
ENST00000407904.7	152.4091	440.186	GNA12	-	+
ENST00000407653.1	0.970909	440.4915	GNA12	-	+
ENST00000436587.7	64.1403	166.648	C1GALT1	+	-
ENST00000399429.8	6.767933333333334	21.63544	COL28A1	-	+
ENST00000463725.5	28.3803	52.6874	UMAD1	+	-
ENST00000682710.1	28.3803	65.52406666666667	UMAD1	+	-
ENST00000469183.5	15.667985	65.4871	ENSG00000283549	+	-
ENST00000636849.1	35.1064	67.61953333333334	UMAD1	+	-
ENST00000482067.3	37.4828	46.72884666666667	UMAD1	+	-
ENST00000402384.8	11.9333	48.7219	ICA1	-	+
ENST00000406470.6	1.64368	48.727916666666665	ICA1	-	+
ENST00000265577.11	8.4386	48.843516666666666	ICA1	-	+
ENST00000396675.7	4.61111	48.864733333333334	ICA1	-	+
ENST00000401396.5	0.0	51.099075	ICA1	-	+
ENST00000407906.5	1.64368	37.51231666666666	ICA1	-	+
ENST00000405863.6	0.087979	0.516624	NXPH1	+	-
ENST00000445839.5	0.0	0.0	ENSG00000230333	+	-
ENST00000342526.8	3.060911	0.808429	AGMO	-	+
ENST00000407010.7	10.939259999999999	7.03718	CRPPA	-	+
ENST00000399310.3	10.88139625	9.12644	CRPPA	-	+
ENST00000676325.1	9.297233	9.3253	CRPPA	-	+
ENST00000675257.1	9.079736666666667	10.9279	CRPPA	-	+
ENST00000646331.1	1.185895	0.5694016666666667	ENSG00000237773	-	+
ENST00000659951.1	24.295745	0.325631	ENSG00000237773	-	+
ENST00000412563.1	0.0	0.0	ENSG00000223838	+	-
ENST00000415499.5	0.0	0.0	ENSG00000243004	-	+
ENST00000418442.1	0.0	0.0	ENSG00000243004	-	+
ENST00000258729.8	98.30419416666666	302.38973333333337	IGF2BP3	-	+
ENST00000619562.4	97.9018	294.83973333333336	IGF2BP3	-	+
ENST00000283928.10	33.75075	70.13896666666668	JAZF1	-	+
ENST00000265394.10	306.14543636363635	229.31805	CPVL	-	+
ENST00000396276.7	305.6182090909091	293.65250000000003	CPVL	-	+
ENST00000409850.5	221.94497266666667	296.174	CPVL	-	+
ENST00000598361.4	43.8819	379.2632	ENSG00000281039	-	+
ENST00000434399.5	38.84178333333333	21.895265	GARS1-DT	-	+
ENST00000578293.6	31.487	26.56515	GARS1-DT	-	+
ENST00000580902.5	48.51155	16.499	GARS1-DT	-	+
ENST00000615280.5	0.0935829	0.053982419999999996	ITPRID1	+	-
ENST00000319386.7	0.1038251111111111	0.08475122	ITPRID1	+	-
ENST00000407970.7	0.1038251111111111	0.11464562	ITPRID1	+	-
ENST00000409210.1	0.0	0.16414885	ITPRID1	+	-
ENST00000396191.6	2.7056655	4.6349254375	PDE1C	-	+
ENST00000321453.12	1.9766293333333333	4.6349254375	PDE1C	-	+
ENST00000396193.5	0.0	4.6349254375	PDE1C	-	+
ENST00000396184.7	2.1171523333333333	4.696266	PDE1C	-	+
ENST00000396182.6	1.5903805000000002	4.669778	PDE1C	-	+
ENST00000297161.6	14.930034285714285	19.21932222222222	BMPER	+	-
ENST00000650544.1	17.393066666666666	20.3657625	BMPER	+	-
ENST00000648392.1	17.393066666666666	20.444728571428573	BMPER	+	-
ENST00000649409.2	17.393066666666666	19.016727777777778	BMPER	+	-
ENST00000648848.1	17.464016666666666	20.6798125	BMPER	+	-
ENST00000648445.1	17.897216666666665	20.5468375	BMPER	+	-
ENST00000648856.1	14.9504795	19.5559	BMPER	+	-
ENST00000660587.1	0.0	2.36934	ENSG00000236212	+	-
ENST00000446484.1	0.0	1.0622	ENSG00000236212	+	-
ENST00000690478.1	1.19665	2.00913	ENSG00000291133	-	+
ENST00000310758.9	80.39407857142857	117.6262625	ELMO1	-	+
ENST00000442504.5	78.38360357142857	127.453875	ELMO1	-	+
ENST00000448602.5	78.97803714285715	128.43212499999998	ELMO1	-	+
ENST00000518318.7	0.0	6.463384444444444	POU6F2	+	-
ENST00000403058.6	0.330357	6.6423177777777775	POU6F2	+	-
ENST00000340829.10	34.4287	108.55440769230769	CDK13	+	-
ENST00000181839.10	35.082	95.12002307692308	CDK13	+	-
ENST00000401647.7	12.061494166666666	17.8139	SUGCT	+	-
ENST00000628514.3	11.176317142857142	17.8139	SUGCT	+	-
ENST00000335693.9	11.763395384615384	13.5323	SUGCT	+	-
ENST00000265523.9	72.9622	209.8125	BLVRA	+	-
ENST00000402924.5	55.7305	209.8125	BLVRA	+	-
ENST00000443714.1	0.0	0.0	ENSG00000225537	+	-
ENST00000289672.7	0.272604625	0.44896857142857144	PKD1L1	-	+
ENST00000685709.1	0.3115481428571429	0.44896857142857144	PKD1L1	-	+
ENST00000690269.1	0.272604625	0.4399892	PKD1L1	-	+
ENST00000046087.7	0.32926833333333333	0.1012988	ZPBP	-	+
ENST00000419417.5	0.32926833333333333	0.1033112	ZPBP	-	+
ENST00000357936.9	0.0	0.013854888888888889	DDC	-	+
ENST00000615193.4	0.0	0.013923	DDC	-	+
ENST00000617822.4	0.0	0.013923	DDC	-	+
ENST00000622873.4	0.0	0.013923	DDC	-	+
ENST00000431062.5	0.0	0.013991777777777778	DDC	-	+
ENST00000426377.5	0.0	0.013991777777777778	DDC	-	+
ENST00000444124.7	0.0	0.014061222222222221	DDC	-	+
ENST00000648455.1	0.0	0.0	ENSG00000285741	+	-
ENST00000670902.1	16.3407	6.19156	LINC01446	-	+
ENST00000380970.2	14.86455	5.0790750000000005	LINC01446	-	+
ENST00000652440.1	16.385066666666667	0.908095	LINC01446	-	+
ENST00000669638.1	16.538866666666667	1.167125	LINC01446	-	+
ENST00000659445.1	0.0	0.00985307	LINC01445	+	-
ENST00000304842.6	127.57243333333334	148.101	TPST1	+	-
ENST00000649664.1	99.525125	149.31933333333333	TPST1	+	-
ENST00000329008.9	0.0	0.01690835	CALN1	-	+
ENST00000459742.1	18.3729	3.5398250000000004	ENSG00000259628	+	-
ENST00000285871.5	0.0	17.646479444444445	CCDC146	+	-
ENST00000637282.1	3.616218	1.8635455	MAGI2	-	+
ENST00000519748.5	3.616218	2.032958727272727	MAGI2	-	+
ENST00000636039.1	3.87278	0.590443	MAGI2	-	+
ENST00000649225.1	0.0	250.61015860909092	GNAI1	+	-
ENST00000435819.5	9.353747499999999	1674.2423076923078	CD36	+	-
ENST00000265362.9	18.39422	22.618475	SEMA3A	-	+
ENST00000436949.5	15.790613333333333	23.948725	SEMA3A	-	+
ENST00000394654.4	0.7995654999999999	1.4873135555555557	RUNDC3B	+	-
ENST00000338056.7	0.809901	1.3385822	RUNDC3B	+	-
ENST00000493037.5	0.8413605	1.393466625	RUNDC3B	+	-
ENST00000663862.1	0.329114	0.3129695	ENSG00000233420	+	-
ENST00000380050.8	19.250781818181817	18.302149999999997	CDK14	+	-
ENST00000265741.7	20.19591	18.3039	CDK14	+	-
ENST00000406263.5	20.19591	18.310875	CDK14	+	-
ENST00000436577.3	19.99661111111111	18.3039	CDK14	+	-
ENST00000456952.1	0.0	2.57143	ENSG00000235450	-	+
ENST00000664526.1	0.2390395	0.44030633333333336	LINC02932	+	-
ENST00000667320.1	0.25905	0.3534954	LINC02932	+	-
ENST00000455502.5	19.55	8414.212133333333	GNGT1	+	-
ENST00000433360.6	3.69931	8.512478461538462	PPP1R9A	+	-
ENST00000340694.8	4.315861666666667	7.489058	PPP1R9A	+	-
ENST00000424654.5	4.315861666666667	8.034266666666667	PPP1R9A	+	-
ENST00000433881.5	4.315861666666667	7.492538	PPP1R9A	+	-
ENST00000456331.6	5.179034	9.1090175	PPP1R9A	+	-
ENST00000289495.7	5.2405	7.818736153846154	PPP1R9A	+	-
ENST00000637876.1	0.5037036666666667	0.0	PPP1R9A-AS1	-	+
ENST00000653140.1	0.0	0.115959	PPP1R9A-AS1	-	+
ENST00000537881.5	1.1566654	1.357863	DYNC1I1	+	-
ENST00000447467.6	1.179273	1.659383	DYNC1I1	+	-
ENST00000324972.10	1.1519816	1.662553	DYNC1I1	+	-
ENST00000630942.2	1.115648	1.357863	DYNC1I1	+	-
ENST00000437599.5	1.0539745	1.659383	DYNC1I1	+	-
ENST00000359388.8	1.12001775	1.659383	DYNC1I1	+	-
ENST00000457059.2	1.0525762	1.6710871666666667	DYNC1I1	+	-
ENST00000265631.10	37.039500000000004	114.53820625	SLC25A13	-	+
ENST00000416240.6	32.5608	114.50885	SLC25A13	-	+
ENST00000440067.4	0.24161685714285716	0.6297127857142857	FBXL13	-	+
ENST00000313221.8	0.08253966666666666	0.6174017142857143	FBXL13	-	+
ENST00000297431.9	46.6538	70.86463076923077	ORC5	-	+
ENST00000447452.6	61.4365	58.2879975	ORC5	-	+
ENST00000490856.5	0.0	0.71406825	ENSG00000243797	-	+
ENST00000592441.1	0.0	0.44760500000000003	ENSG00000243797	-	+
ENST00000265717.5	32.79135	63.4516	PRKAR2B	+	-
ENST00000706581.1	37.05885	63.408255555555556	PRKAR2B	+	-
ENST00000297135.9	32.77733333333333	48.060387500000004	COG5	-	+
ENST00000347053.8	31.955546666666667	48.474093333333336	COG5	-	+
ENST00000393603.7	31.87334	40.193794	COG5	-	+
ENST00000413406.1	0.0	0.0	ENSG00000229603	+	-
ENST00000412410.1	0.07971	0.0	ENSG00000234273	-	+
ENST00000667232.1	1.3929136666666666	0.35464	ENSG00000226965	-	+
ENST00000658032.1	1.385703	0.07383033333333333	ENSG00000226965	-	+
ENST00000666128.1	2.0	0.6571446666666667	ENSG00000226965	-	+
ENST00000667580.1	0.0	0.6848580000000001	LINC03076	+	-
ENST00000666635.1	0.0	0.44381	LINC03076	+	-
ENST00000652784.1	0.0	14.19347	LINC03076	+	-
ENST00000297145.9	32.6135	39.5707	BMT2	-	+
ENST00000393486.6	53.23995	83.7946	MDFIC	+	-
ENST00000660905.1	0.0	0.13495266666666667	LINC01393	+	-
ENST00000265440.12	19.9167	30.54865714285714	TFEC	-	+
ENST00000320239.11	14.5495	32.47415	TFEC	-	+
ENST00000393485.5	23.0442	29.1203	TFEC	-	+
ENST00000484212.5	4.2356066666666665	28.940616666666667	TFEC	-	+
ENST00000318493.11	62.21245	176.2983157894737	MET	+	-
ENST00000397752.8	62.21245	179.0651052631579	MET	+	-
ENST00000310396.10	132.60758125	150.1322857142857	CPED1	+	-
ENST00000450913.6	137.75113333333334	106.41006666666667	CPED1	+	-
ENST00000423795.5	126.25769538461539	105.23447999999999	CPED1	+	-
ENST00000451558.5	0.0	0.029284846153846154	ASB15	+	-
ENST00000223026.9	43.04135	72.226	HYAL4	+	-
ENST00000476325.5	45.7556	81.43913333333333	HYAL4	+	-
ENST00000652254.1	4.710063333333333	0.0	ENSG00000242593	+	-
ENST00000357628.8	29.765282	61.25660714285714	POT1	-	+
ENST00000393329.5	29.37036	63.62069230769231	POT1	-	+
ENST00000653241.1	29.055794000000002	63.641757142857145	POT1	-	+
ENST00000664366.1	29.07218	64.70972142857143	POT1	-	+
ENST00000655761.1	24.539343333333335	64.72217142857143	POT1	-	+
ENST00000668382.1	29.573762000000002	64.81265	POT1	-	+
ENST00000654766.1	29.717964000000002	64.30906666666667	POT1	-	+
ENST00000667793.1	1.332	0.40243999999999996	POT1-AS1	+	-
ENST00000657243.1	1.31301	0.17247428571428572	POT1-AS1	+	-
ENST00000435452.6	1.295835	0.5549715	POT1-AS1	+	-
ENST00000686986.1	1.252425	0.5943613999999999	POT1-AS1	+	-
ENST00000453342.5	1.26804	0.6636707777777778	POT1-AS1	+	-
ENST00000458437.2	1.237805	0.13414666666666666	POT1-AS1	+	-
ENST00000651909.1	1.186665	0.20121999999999998	POT1-AS1	+	-
ENST00000425248.5	85.3840111111111	150.81379333333334	COPG2	-	+
ENST00000330992.8	88.016	112.89333636363637	COPG2	-	+
ENST00000253861.5	121.79670714285714	138.40375	EXOC4	+	-
ENST00000665703.1	0.0	0.0	ENSG00000286458	-	+
ENST00000436302.6	1.914596	0.314164	AGBL3	+	-
ENST00000435976.6	1.9225873333333334	0.0	AGBL3	+	-
ENST00000439694.5	2.4851233333333336	3.4538	ENSG00000234352	-	+
ENST00000592183.5	3.0406633333333337	2.98361	ENSG00000234352	-	+
ENST00000680005.1	6.84983	5.50911	CHRM2	+	-
ENST00000445907.6	6.92596	7.94372	CHRM2	+	-
ENST00000320658.9	4.77673	6.02348	CHRM2	+	-
ENST00000453373.5	4.77673	6.05044	CHRM2	+	-
ENST00000401861.1	3.1844866666666665	4.331805	CHRM2	+	-
ENST00000453654.6	1.1727159285714286	1.0820744	DGKI	-	+
ENST00000614521.2	1.1727159285714286	1.0820744	DGKI	-	+
ENST00000288490.9	1.132277448275862	1.24596	DGKI	-	+
ENST00000424189.6	1.132277448275862	1.24596	DGKI	-	+
ENST00000446122.5	1.1727159285714286	1.24596	DGKI	-	+
ENST00000343526.9	59.251871428571434	99.6851	TRIM24	+	-
ENST00000415680.6	59.68268571428572	110.26535	TRIM24	+	-
ENST00000688801.2	0.0	0.0	ENSG00000230746	-	+
ENST00000401878.8	76.77388	73.18329230769231	RBM33	+	-
ENST00000353442.10	71.3848111111111	83.0627125	LMBR1	-	+
ENST00000424460.1	1.4892203333333334	13.788225	ENSG00000229970	+	-
ENST00000435967.1	5.85965	13.375499999999999	ENSG00000272328	+	-
ENST00000606016.1	8.45906	14.7113	ENSG00000272328	+	-
ENST00000446840.6	0.0	1.14317	LINC03007	-	+
ENST00000688393.1	1.4623754545454546	1.99632	DPY19L2P3	+	-
ENST00000664963.1	0.0	0.18541675	ENSG00000237471	+	-
ENST00000487094.1	0.0	0.0	ENSG00000233539	-	+
ENST00000440455.1	0.0	0.0	ENSG00000234686	+	-
ENST00000380984.4	0.0	0.0	DDC	-	+
ENST00000657889.1	0.0	0.0	ENSG00000287953	-	+
ENST00000456806.3	0.0	0.045216	ZNF727	+	-
ENST00000418663.5	34.5061	12.6985	LINC03009	+	-
ENST00000423084.1	37.2885	9.665315000000001	LINC03009	+	-
ENST00000257659.12	25.741934999999998	51.36931666666667	GTPBP10	+	-
ENST00000222511.11	35.0136175	48.599066666666666	GTPBP10	+	-
ENST00000452050.7	2.192965	3.89235	CDK6-AS1	+	-
